NRO;ID_ESTABLECIMIENTO;NOMBRE_OFICIAL;COORDENADAS_X;COORDENADAS_Y;RED_DE_ATENCION;INSTITUCION;NIVEL_DE_ATENCION;TIPOLOGIA;CODIGO_PROVINCIA;PROVINCIA;CODIGO_CANTON;CANTON;CODIGO_PARROQUIA;PARROQUIA;HORARIO_DE_ATENCION;AÑO;MES;ATENCIONES_CONSULTA_EXTERNA ;ATENCIONES_EMERGENCIA;EGRESOS_HOSPITALARIO;ATENCIONES_DE_AMBULANCIA;CIRUGIAS;CAMAS_CENSABLES_DOTACION;PROMEDIO_DE_CAMAS_DE_DISP;INDICE_DE_OCUPACION_DE_CAMAS;GIRO_DE_CAMA;% _ABASTECIMIENTO >1MES_GENERAL_MEDIC;%_ABASTECIMIENTO >1MES_ESENCIALES_MEDIC;%_ABASTECIMIENTO >1MES_VITALES_MEDIC;%_ABASTECIMIENTO >1MES_GENERAL_(DISPOSITIVOS_MEDICOS);EJECUCION_PRESUPUESTARIA_PRESUPUESTO_EJECUTADO;EJECUCIÓN PRESUPUESTARIA - PRESUPUESTO ASIGNADO;%_EJECUCION_PRESUPUESTARIA_RESULTADO ((Presupuesto ejecutado / Presupuesto asignado) × 100);INDICE_DE_AUSENTISMO_PACIENTE;NUMERO_DE_PROFESIONALES_ACTUALES_OPERATIVO;NUMERO_DE_PROFESIONALES_ACTUALES_ADMINISTRATIVO;NUMERO_DE_PROFESIONALES_ACTUALES_ESPECIALIDAD;%_INDICE_DE_SATISFACCION_DEL_PACIENTE
257;2441200000;HOSPITAL GENERAL - LATACUNGA;-78,614231;-0,941368;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;5;COTOPAXI;501;LATACUNGA;50150;LATACUNGA;00:00 - 24:00;2025;Mayo;11338;6461;400;39;218;95;95;54%;4,210526316;52,24%;;;80%;589616985;1,87267E+16;31%;18%;434;80;;89,96%
258;2441200000;HOSPITAL GENERAL - LATACUNGA;-78,614231;-0,941368;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;5;COTOPAXI;501;LATACUNGA;50150;LATACUNGA;00:00 - 24:00;2025;Junio;12129;6189;410;67;243;95;95;0%;4,315789474;52,24%;;;88%;7,45607E+15;1,87198E+16;40%;19%;435;80;;89,96%
259;2441200000;HOSPITAL GENERAL - LATACUNGA;-78,614231;-0,941368;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;5;COTOPAXI;501;LATACUNGA;50150;LATACUNGA;00:00 - 24:00;2025;Julio;12458;5799;428;39;278;95;91,38709677;0%;4,683374515;55,27%;;;90%;919793287;2,00316E+16;46%;17%;362;80;;89,96%
260;2441200000;HOSPITAL GENERAL - LATACUNGA;-78,614231;-0,941368;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;5;COTOPAXI;501;LATACUNGA;50150;LATACUNGA;00:00 - 24:00;2025;Agosto;10791;5323;364;24;238;95;91;0%;4;57,32%;;;89%;1,05164E+16;2,00316E+16;53%;17%;362;71;;89,96%
261;2441200000;HOSPITAL GENERAL - LATACUNGA;-78,614231;-0,941368;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;5;COTOPAXI;501;LATACUNGA;50150;LATACUNGA;00:00 - 24:00;2025;Septiembre;12917;5500;389;21;264;95;91;0%;4,274725275;57,32%;;;90%;1182852677;2,00316E+16;59%;18%;358;69;;89,96%
262;2441200000;HOSPITAL GENERAL - LATACUNGA;-78,614231;-0,941368;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;5;COTOPAXI;501;LATACUNGA;50150;LATACUNGA;00:00 - 24:00;2025;Octubre;12197;5976;446;26;274;95;91;0%;4,901098901;55,41%;;;88%;1,32596E+16;2,00279E+16;66%;19%;356;69;;89,96%
263;2441200000;HOSPITAL GENERAL - LATACUNGA;-78,614231;-0,941368;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;5;COTOPAXI;501;LATACUNGA;50150;LATACUNGA;00:00 - 24:00;2025;Noviembre;9098;6328;360;12;209;95;91;0%;3,956043956;55,31%;;;88%;1,49766E+16;2,00279E+16;75%;18%;358;68;;89,96%
264;2441200000;HOSPITAL GENERAL - LATACUNGA;-78,614231;-0,941368;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;5;COTOPAXI;501;LATACUNGA;50150;LATACUNGA;00:00 - 24:00;2025;Diciembre;10928;7492;364;28;203;95;91;0%;4;51,25%;;;87%;;;;20%;357;68;;89,96%
265;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Enero;12540;8201;530;67;395;122;122;65%;4,344262295;42,46%;;;57%;1,15925E+16;2041118303;6%;12%;619;99;;89,96%
266;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Febrero;11889;7866;555;63;410;122;122;81%;4,549180328;40,82%;;;53%;2,48167E+16;2063041271;12%;14%;616;100;;89,96%
267;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Marzo;10641;8752;530;137;382;122;122;67%;4,344262295;39,57%;;;50%;442523354;2,11898E+16;21%;21%;616;100;;89,96%
268;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Abril;11966;8378;545;159;413;122;122;82%;4,467213115;51,62%;;;51%;6,24818E+16;2,12011E+16;29%;18%;613;100;;89,96%
269;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Mayo;12664;8767;532;155;386;122;122;73%;4,360655738;59,28%;;;51%;817231027;2,35731E+16;35%;19%;587;99;;89,96%
270;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Junio;13882;7940;491;210;346;122;122;64%;4,024590164;61,34%;;;63%;1,02337E+16;2357305694;43%;20%;588;98;;89,96%
271;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Julio;13887;8435;578;166;433;122;122;72%;4,737704918;60,76%;;;65%;1,22659E+16;2357305694;52%;20%;505;98;;89,96%
272;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Agosto;9245;8006;535;237;372;122;122;77%;4,385245902;57,56%;;;66%;1,4124E+16;2,35731E+16;60%;22%;504;82;;89,96%
273;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Septiembre;14184;8872;524;215;408;122;122;74%;4,295081967;55,07%;;;67%;1588520287;2,35455E+16;67%;20%;503;83;;89,96%
274;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Octubre;13542;9412;541;167;377;122;122;81%;4,43442623;53,33%;;;66%;1771919343;2354554557;75%;22%;506;83;;89,96%
275;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Noviembre;10950;8627;474;111;323;122;122;70%;3,885245902;55,78%;;;63%;2,05595E+16;2,35455E+16;87%;18%;504;83;;89,96%
276;2451100000;HOSPITAL GENERAL - RIOBAMBA;-78,659152;-1,668995;RPIS;IESS;II NIVEL;HOSPITAL GENERAL;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;00:00 - 24:00;2025;Diciembre;11109;9407;547;104;364;122;122;78%;4,483606557;56,16%;;;66%;;;;21%;502;83;;89,96%
277;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Enero;5713;4789;;84;;;;;;45,92%;;;79%;18251083;3976239;5%;27%;99;22;;89,96%
278;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Febrero;5585;3869;;139;;;;;;48,07%;;;75%;40041035;3976239;10%;25%;98;22;;89,96%
279;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Marzo;5485;4181;;101;;;;;;51,50%;;;75%;7,20377E+15;3,97624E+16;18%;24%;99;22;;89,96%
280;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Abril;6128;3838;;137;;;;;;51,29%;;;71%;96510223;4,40723E+15;22%;19%;97;22;;89,96%
281;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Mayo;5759;3988;;93;;;;;;49,36%;;;67%;120224095;4,40723E+15;27%;20%;95;22;;89,96%
282;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Junio;5065;4031;;98;;;;;;60,85%;;;67%;1,44025E+16;4,40723E+15;33%;18%;94;22;;89,96%
283;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Julio;5704;4688;;111;;;;;;70,21%;;;64%;1,88155E+16;4,40723E+15;43%;17%;92;22;;89,96%
284;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Agosto;6499;4351;;61;;;;;;66,81%;;;73%;2,27279E+16;4,40723E+15;52%;14%;93;18;;89,96%
285;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Septiembre;6655;4487;;64;;;;;;65,53%;;;80%;279100128;4,54906E+15;61%;13%;90;18;;89,96%
286;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Octubre;5268;4243;;113;;;;;;64,29%;;;79%;321263104;4,54906E+15;71%;16%;90;18;;89,96%
287;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Noviembre;3969;3541;;97;;;;;;61,76%;;;80%;3,57812E+16;454906098;79%;15%;89;18;;89,96%
288;3114100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - SANTO DOMINGO;-79,157402;-0,24821;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);23;SANTO DOMINGO DE LOS TSACHILAS;2301;SANTO DOMINGO;230107;ZARACAY;06:00 - 22:00;2025;Diciembre;4990;4323;;65;;;;;;63,45%;;;77%;;;;19%;89;18;;89,96%
289;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Enero;5160;3330;224;43;140;45;45;62%;4,977777778;79,48%;;;76%;3,46315E+16;7724206;4%;25%;192;48;;89,96%
290;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Febrero;5389;2876;231;73;111;45;45;81%;5,133333333;76,49%;;;72%;1,0303E+16;7724206;13%;26%;197;49;;89,96%
291;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Marzo;4922;3876;222;53;82;45;45;78%;4,933333333;75,75%;;;68%;1,62161E+16;7724206;21%;27%;198;49;;89,96%
292;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Abril;6302;3484;232;39;126;45;45;79%;5,155555556;70,63%;;;66%;226995227;7,72894E+15;29%;24%;201;49;;89,96%
293;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Mayo;6490;3307;261;61;124;45;45;90%;5,8;73,80%;;;70%;2,81056E+15;7,76036E+15;36%;27%;201;49;;89,96%
294;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Junio;6661;3229;241;50;107;45;45;100%;5,355555556;74,54%;;;74%;3,46203E+15;85835415;40%;25%;202;49;;89,96%
295;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Julio;8144;3355;261;54;123;45;44,96774194;85%;5,804160689;74,54%;;;75%;408488193;85835415;48%;24%;174;49;;89,96%
296;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Agosto;7012;3288;241;53;124;45;45;77%;5,355555556;73,78%;;;72%;4,62116E+15;8,58354E+15;54%;21%;174;44;;89,96%
297;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Septiembre;7212;3295;241;47;142;45;45;88%;5,355555556;65,04%;;;71%;5,50645E+15;8,58354E+15;64%;21%;175;44;;89,96%
298;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Octubre;7971;3036;228;66;99;45;45;80%;5,066666667;61,28%;;;68%;639468541;8,58537E+15;74%;18%;176;44;;89,96%
299;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Noviembre;6160;2811;210;57;101;45;45;85%;4,666666667;58,65%;;;68%;7,20206E+15;8,58537E+15;84%;20%;175;44;;89,96%
300;3221400000;HOSPITAL BÁSICO - ANCÓN;-80,855771;-2,323603;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;24;SANTA ELENA;2401;SANTA ELENA;240156;SAN JOSÉ DE ANCÓN;00:00 - 24:00;2025;Diciembre;6689;2849;199;52;122;45;45;71%;4,422222222;63,16%;;;76%;;;;20%;174;44;;89,96%
301;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);00:00 - 24:00;2025;Enero;7808;6853;86;29;129;31;31;25%;2,774193548;76,60%;;;76%;7,61073E+15;11970128;6%;33%;278;67;;89,96%
302;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);00:00 - 24:00;2025;Febrero;7938;7372;119;60;130;31;31;44%;3,838709677;72,89%;;;74%;1,93657E+16;1,19701E+16;16%;28%;275;66;;89,96%
303;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);00:00 - 24:00;2025;Marzo;6703;9099;88;33;103;31;31;32%;2,838709677;67,71%;;;82%;3,17059E+16;11970128;26%;30%;274;67;;89,96%
304;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);00:00 - 24:00;2025;Abril;8106;7987;122;51;135;31;31;39%;3,935483871;70,83%;;;81%;4,40391E+15;1,19811E+16;37%;30%;275;68;;89,96%
305;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);07:00 - 19:00;2025;Mayo;8700;7622;102;38;128;31;31;37%;3,290322581;70,49%;;;82%;5,53705E+15;1,34543E+16;41%;31%;259;68;;89,96%
306;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);00:00 - 24:00;2025;Junio;10095;7073;123;26;153;31;31;38%;3,967741935;68,75%;;;80%;6,62656E+15;1,34543E+16;49%;27%;258;67;;89,96%
307;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);00:00 - 24:00;2025;Julio;11658;7593;145;28;221;31;31;44%;4,677419355;69,90%;;;78%;769065369;1,38393E+16;56%;25%;217;67;;89,96%
308;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);07:00 - 19:00;2025;Agosto;10834;8262;153;36;183;31;31;50%;4,935483871;63,67%;;;78%;8,53596E+15;1383934572;62%;23%;216;60;;89,96%
309;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);00:00 - 24:00;2025;Septiembre;11551;8919;133;21;186;31;31;42%;4,290322581;67,59%;;;77%;9,73231E+15;1,38393E+16;70%;26%;216;60;;89,96%
310;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);00:00 - 24:00;2025;Octubre;10952;8749;149;49;166;31;31;51%;4,806451613;63,79%;;;71%;1,06393E+16;1383751316;77%;27%;217;61;;89,96%
311;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);00:00 - 24:00;2025;Noviembre;8433;8474;119;43;145;31;31;37%;3,838709677;60,69%;;;70%;1,18882E+16;1383751316;86%;23%;218;61;;89,96%
312;3221600000;HOSPITAL BÁSICO - DURÁN;-79,852708;-2,173983;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;9;GUAYAS;907;DURÁN;90750;ELOY ALFARO (DURAN);00:00 - 24:00;2025;Diciembre;10824;9133;126;29;176;31;31;41%;4,064516129;55,17%;;;67%;;;;27%;216;61;;89,96%
313;3261500000;HOSPITAL BÁSICO - CHONE;-80,096373;-0,689963;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;13;MANABI;1303;CHONE;130350;CHONE;00:00 - 24:00;2025;Enero;9153;5459;212;53;150;39;39;57%;5,435897436;81,54%;;;83%;4973314;10636079;5%;14%;254;60;;89,96%
314;3261500000;HOSPITAL BÁSICO - CHONE;-80,096373;-0,689963;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;13;MANABI;1303;CHONE;130350;CHONE;00:00 - 24:00;2025;Febrero;8655;4573;198;57;165;39;39;67%;5,076923077;75,00%;;;86%;1,29795E+16;1,06361E+16;12%;17%;255;61;;89,96%
315;3261500000;HOSPITAL BÁSICO - CHONE;-80,096373;-0,689963;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;13;MANABI;1303;CHONE;130350;CHONE;00:00 - 24:00;2025;Marzo;7488;6069;195;62;136;39;39;68%;5;63,32%;;;84%;218513731;1,06361E+16;21%;16%;255;60;;89,96%
316;3261500000;HOSPITAL BÁSICO - CHONE;-80,096373;-0,689963;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;13;MANABI;1303;CHONE;130350;CHONE;00:00 - 24:00;2025;Abril;8271;5764;222;55;143;39;39;76%;5,692307692;65,64%;;;81%;3,07355E+15;1,06542E+16;29%;16%;256;60;;89,96%
317;3261500000;HOSPITAL BÁSICO - CHONE;-80,096373;-0,689963;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;13;MANABI;1303;CHONE;130350;CHONE;00:00 - 24:00;2025;Mayo;8885;5484;212;61;173;33;38,80645161;84%;5,463009144;70,43%;;;83%;474418393;1,06477E+16;45%;19%;260;60;;89,96%
318;3261500000;HOSPITAL BÁSICO - CHONE;-80,096373;-0,689963;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;13;MANABI;1303;CHONE;130350;CHONE;00:00 - 24:00;2025;Junio;9693;5209;218;66;159;39;38,8;72%;5,618556701;69,77%;;;85%;562111095;1,06477E+16;53%;15%;260;58;;89,96%
319;3261500000;HOSPITAL BÁSICO - CHONE;-80,096373;-0,689963;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;13;MANABI;1303;CHONE;130350;CHONE;00:00 - 24:00;2025;Julio;9961;5731;184;53;149;40;39,77419355;54%;4,626115166;65,50%;;;84%;644991776;1,06477E+16;61%;16%;250;58;;89,96%
320;3261500000;HOSPITAL BÁSICO - CHONE;-80,096373;-0,689963;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;13;MANABI;1303;CHONE;130350;CHONE;00:00 - 24:00;2025;Agosto;9171;5921;201;69;172;39;39,16129032;63%;5,13261944;63,08%;;;86%;7,25898E+16;106477279;68%;13%;250;56;;89,96%
321;3261500000;HOSPITAL BÁSICO - CHONE;-80,096373;-0,689963;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;13;MANABI;1303;CHONE;130350;CHONE;00:00 - 24:00;2025;Septiembre;10263;6005;198;110;189;39;39;69%;5,076923077;51,92%;;;82%;7,92213E+16;106477279;74%;13%;250;54;;89,96%
322;3261500000;HOSPITAL BÁSICO - CHONE;-80,096373;-0,689963;RPIS;IESS;II NIVEL;HOSPITAL BÁSICO;13;MANABI;1303;CHONE;130350;CHONE;00:00 - 24:00;2025;Octubre;9395;5721;193;89;167;39;39;68%;4,948717949;42,31%;;;77%;8,5553E+15;1064589534;80%;15%;249;54;;89,96%
